1.0924206670761107 3.9498987e-06 1.0276148830879677 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 928, 'input_size': [4, 2], 'network_layers': [50, 50, 130, 1], 'learning_rate': 0.0001, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0.1, 'bias_regularization': 0.1, 'plot_error': None, 'save_weights': None, 'reproducible': False, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-23 02:07:31.236473
0.04348381808400154 0.096896276 0.02225959300994873 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 110, 1], 'learning_rate': 0.0101, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 08:39:12.170496
0.03720220036307971 0.106286004 0.018224736328124935 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 90, 1], 'learning_rate': 0.0251, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 08:39:12.506289
0.06926103685299556 0.06870677 0.049233078956604004 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 130, 1], 'learning_rate': 0.0001, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:08:23.255866
0.04446800792813301 0.10139395 0.02208701606750485 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 130, 1], 'learning_rate': 0.0101, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:09:29.725597
0.03431119213203589 0.09839359 0.016824386520385648 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 130, 1], 'learning_rate': 0.0051, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:09:31.469572
0.034991718022028606 0.100435354 0.016993356056213438 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 130, 1], 'learning_rate': 0.0201, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:09:36.651935
0.030268104515473047 0.103470236 0.015485935211181578 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 130, 1], 'learning_rate': 0.0251, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:09:46.972215
0.03386650662223498 0.10343929 0.01656335121154795 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 110, 1], 'learning_rate': 0.0251, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:09:49.961398
0.02489030729631583 0.104506135 0.01138537353515634 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 130, 1], 'learning_rate': 0.015099999999999999, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:09:51.236255
0.06842567327419917 0.07300631 0.04559682483673089 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 50, 1], 'learning_rate': 0.0001, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:38:52.099536
0.03894768714507421 0.09701734 0.018536686897277832 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 150, 1], 'learning_rate': 0.0101, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:38:58.932599
0.03485979212323825 0.100682475 0.01759415859222413 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 150, 1], 'learning_rate': 0.0251, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:39:55.263527
0.06882319144805273 0.069641486 0.04791929615020751 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 150, 1], 'learning_rate': 0.0001, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:39:57.146531
0.03471282848219077 0.09947978 0.01793640991210932 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 150, 1], 'learning_rate': 0.0051, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:40:07.130614
0.0360486144353946 0.10258335 0.017857600631713932 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 150, 1], 'learning_rate': 0.0201, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:40:11.551300
0.03754895739356677 0.09793252 0.017845511436462402 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [125, 150, 150, 1], 'learning_rate': 0.015099999999999999, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 09:40:14.002820
0.04243021016518275 0.10527386 0.020536092300414976 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 50, 1], 'learning_rate': 0.0251, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:06:05.793525
0.03053009447256724 0.105675995 0.015153646469116211 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 50, 1], 'learning_rate': 0.0201, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:06:27.744307
0.031340354507168135 0.10251202 0.015632160911560167 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 50, 1], 'learning_rate': 0.0051, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:06:52.021080
0.04351095130642255 0.100637995 0.022376657791137733 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 70, 1], 'learning_rate': 0.0051, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:06:57.982285
0.03514002800186475 0.10405639 0.01693098087310796 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 50, 1], 'learning_rate': 0.015099999999999999, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:07:03.457997
0.0695848293185234 0.07148428 0.04634439945220947 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 70, 1], 'learning_rate': 0.0001, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:07:07.876218
0.035035191347201664 0.09877158 0.015795009956359962 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 50, 1], 'learning_rate': 0.0101, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:07:08.178525
0.0365773220817248 0.097164966 0.017912626266479492 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 90, 1], 'learning_rate': 0.0051, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:33:15.597331
0.06877535275220871 0.0717629 0.04521119316101063 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 90, 1], 'learning_rate': 0.0001, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:33:51.679673
0.03953150665163994 0.097300045 0.01901746376037594 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 90, 1], 'learning_rate': 0.0101, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:33:53.532548
0.03894678333997727 0.09754296 0.019134985122680748 {'activation_function': 'relu', 'epochs': 100, 'batch_size': 1024, 'input_size': [4, 2], 'network_layers': [150, 100, 70, 1], 'learning_rate': 0.015099999999999999, 'optimizer': 'adam', 'loss_function': 'mae', 'metric': 'mae', 'train_points': 190000, 'test_points': 30000, 'lewicki': False, 'random': False, 'activation_regularization': 0, 'bias_regularization': 0, 'plot_error': None, 'save_weights': None, 'reproducible': True, 'verbose': 0, 'information': False, 'send_mail': None, 'config_file': None, 'batch_file': None} 2018-09-24 10:33:56.567660
